sample,processing_time_ms,sensor_time_ms,raw,smoothed,frequency
309,6988,200337.0,3071.0,3112.1802,844.54346
310,7005,200367.0,3116.0,3116.0725,849.2774
311,7022,200387.0,3099.0,3114.628,847.52045
312,7040,200407.0,3135.0,3116.2852,849.536
313,7055,200417.0,3113.0,3116.0225,849.2165
314,7072,200437.0,3129.0,3117.059,850.47723
315,7088,200457.0,3116.0,3116.6755,850.01074
316,7105,200467.0,3112.0,3116.3015,849.5559
317,7122,200487.0,3113.0,3115.868,849.02856
318,7139,200507.0,3115.0,3115.6611,848.77704
319,7155,200517.0,3114.0,3115.5283,848.61554
320,7172,200537.0,3113.0,3115.3608,848.41187
321,7189,200557.0,3116.0,3115.6797,848.7996
322,7203,200567.0,3115.0,3115.6252,848.7334
323,7221,200587.0,3115.0,3114.646,847.5424
324,7238,200607.0,3113.0,3114.6875,847.5929
325,7255,200617.0,3120.0,3115.1125,848.10986
326,7271,200637.0,3116.0,3115.1016,848.0965
327,7288,200647.0,3114.0,3115.0134,847.9893
328,7305,200668.0,3115.0,3114.7908,847.7185
329,7322,200688.0,3135.0,3116.4963,849.79285
330,7339,200708.0,3207.0,3123.7737,858.6437
331,7355,200718.0,3114.0,3122.9917,857.6926
332,7371,200738.0,3112.0,3126.3818,861.81573
333,7388,200758.0,3134.0,3125.1233,860.2851
334,7405,200768.0,3116.0,3124.3933,859.3973
335,7421,200788.0,3115.0,3122.8035,857.4637
336,7438,200808.0,3115.0,3121.6785,856.0954
337,7456,200818.0,3100.0,3119.944,853.9861
338,7471,200838.0,3129.0,3118.244,851.9183
339,7489,200848.0,3130.0,3119.1843,853.062
340,7505,200868.0,3115.0,3118.6152,852.3699
341,7522,200888.0,3114.0,3117.9797,851.597
342,7538,200908.0,3116.0,3117.5286,851.0482
343,7555,200918.0,3115.0,3117.3262,850.8021
344,7571,200938.0,3086.0,3114.649,847.54596
345,7588,200938.0,3086.0,3114.649,847.54596
346,7605,200968.0,3103.0,3113.6929,846.38324
347,7620,200988.0,3115.0,3113.8936,846.6273
348,7639,201008.0,3115.0,3115.3884,848.4454
349,7655,201018.0,3117.0,3115.5173,848.6022
350,7670,201038.0,3114.0,3115.4314,848.4976
351,7689,201058.0,3114.0,3115.2114,848.2301
352,7705,201068.0,3099.0,3113.9146,846.65283
353,7722,201088.0,3110.0,3113.534,846.1899
354,7739,201108.0,3116.0,3114.1335,846.9192
355,7756,201118.0,3116.0,3114.283,847.1009
356,7771,201138.0,3081.0,3111.7468,844.0164
357,7788,201158.0,3117.0,3113.5842,846.2511
358,7805,201168.0,3116.0,3113.7776,846.4862
359,7822,201188.0,3115.0,3113.671,846.3565
360,7837,201208.0,3115.0,3113.8752,846.605
361,7856,201218.0,3118.0,3114.2053,847.0065
362,7871,201238.0,3132.0,3113.7002,846.39215
363,7889,201238.0,3132.0,3113.7002,846.39215
364,7905,201268.0,3102.0,3112.1294,844.4817
365,7922,201288.0,3110.0,3110.8455,842.9201
366,7938,201308.0,3118.0,3111.5027,843.7195
367,7955,201318.0,3115.0,3111.7825,844.05975
368,7972,201338.0,3114.0,3112.2703,844.653
369,7988,201358.0,3128.0,3113.8032,846.51746
370,8005,201368.0,3115.0,3113.899,846.6338
371,8020,201388.0,3127.0,3116.0583,849.2602
372,8040,201408.0,3118.0,3116.2095,849.444
373,8055,201418.0,3162.0,3119.8728,853.89935
374,8071,201438.0,3117.0,3121.4924,855.8692
375,8089,201448.0,3113.0,3120.813,855.0428
376,8105,201448.0,3113.0,3120.813,855.0428
377,8123,201488.0,3116.0,3120.3896,854.52795
378,8139,201508.0,3114.0,3119.4082,853.3343
379,8155,201518.0,3118.0,3119.2957,853.19745
380,8171,201538.0,3113.0,3120.61,854.7961
381,8188,201538.0,3113.0,3120.61,854.7961
382,8204,201568.0,3114.0,3119.209,853.09204
383,8222,201588.0,3115.0,3118.4888,852.21606
384,8237,201598.0,3127.0,3119.1697,853.0442
385,8255,201618.0,3116.0,3118.5356,852.2731
386,8272,201638.0,3118.0,3116.2454,849.4876
387,8287,201658.0,3116.0,3112.6013,845.05566
388,8304,201668.0,3116.0,3112.8733,845.3864
389,8320,201688.0,3115.0,3112.9792,845.51526
390,8340,201708.0,3085.0,3110.0063,841.8996
391,8355,201718.0,3128.0,3111.4458,843.65027
392,8372,201738.0,3118.0,3110.9805,843.08435
393,8389,201758.0,3116.0,3111.6042,843.843
394,8405,201768.0,3119.0,3112.1958,844.56244
395,8422,201788.0,3116.0,3112.8538,845.3627
396,8439,201808.0,3116.0,3113.19,845.77155
397,8454,201818.0,3099.0,3112.0547,844.39087
398,8471,201838.0,3115.0,3113.3901,846.015
399,8488,201848.0,3118.0,3113.759,846.4637
400,8504,201868.0,3115.0,3114.0232,846.785
401,8522,201888.0,3116.0,3114.1062,846.8859
402,8539,201908.0,3116.0,3114.5442,847.41864
403,8554,201918.0,3116.0,3114.6606,847.56024
404,8571,201938.0,3116.0,3114.572,847.45245
405,8587,201948.0,3142.0,3116.7664,850.1213
406,8605,201968.0,3256.0,3128.8054,864.76337
407,8620,201988.0,3116.0,3126.9856,862.55005
408,8637,202008.0,3116.0,3127.5798,863.27277
409,8654,202018.0,3117.0,3126.7334,862.2433
410,8672,202038.0,3118.0,3125.1711,860.34326
411,8688,202058.0,3128.0,3124.7961,859.8872
412,8706,202068.0,3116.0,3124.0925,859.03143
413,8722,202078.0,3127.0,3124.3252,859.31445
414,8739,202108.0,3101.0,3120.544,854.71564
415,8755,202118.0,3118.0,3120.3403,854.46796
416,8772,202138.0,3115.0,3119.5938,853.56
417,8789,202138.0,3115.0,3119.5938,853.56
418,8804,202168.0,3118.0,3118.461,852.18225
419,8822,202188.0,3104.0,3117.3438,850.8235
420,8837,202208.0,3110.0,3115.7007,848.8252
421,8854,202218.0,3115.0,3115.6445,848.7569
422,8871,202238.0,3116.0,3115.7727,848.9128
423,8889,202258.0,3161.0,3119.1133,852.97565
424,8905,202268.0,3112.0,3118.5442,852.28345
425,8922,202288.0,3128.0,3118.9663,852.7969
426,8938,202308.0,3118.0,3120.7314,854.94366
427,8956,202318.0,3128.0,3121.313,855.65094
428,8971,202338.0,3115.0,3120.3433,854.47156
429,8989,202358.0,3098.0,3118.3833,852.0878
430,9005,202368.0,3117.0,3118.2727,851.95325
431,9023,202388.0,3113.0,3117.5364,851.05774
432,9038,202408.0,3151.0,3120.1006,854.1764
433,9054,202418.0,3115.0,3119.6926,853.68024
434,9072,202438.0,3087.0,3116.6582,849.9897
435,9089,202438.0,3087.0,3116.6582,849.9897
436,9104,202468.0,3115.0,3117.3657,850.85016
437,9123,202488.0,3176.0,3121.8088,856.25397
438,9138,202508.0,3117.0,3120.923,855.17676
439,9156,202518.0,3113.0,3120.2893,854.40594
440,9172,202538.0,3117.0,3119.637,853.61255
441,9187,202558.0,3115.0,3118.9248,852.7464
442,9205,202568.0,3116.0,3118.691,852.4619
443,9223,202588.0,3113.0,3117.964,851.578
444,9238,202608.0,3114.0,3117.1345,850.569
445,9255,202618.0,3132.0,3118.3237,852.0153
