sample,time_ms,raw,smoothed,frequency
435,8076,2304.0,2377.58,100.0
436,8094,2298.0,2371.22,100.0
437,8110,2313.0,2361.17,100.0
438,8127,2334.0,2356.63,100.0
439,8143,2336.0,2354.98,100.0
440,8160,2336.0,2352.28,100.0
441,8177,2336.0,2350.98,100.0
442,8193,2344.0,2349.47,100.0
443,8210,2365.0,2351.49,100.0
444,8227,2365.0,2352.57,100.0
445,8244,2372.0,2355.33,100.0
446,8260,2395.0,2360.61,100.0
447,8277,2412.0,2364.73,100.0
448,8293,2410.0,2372.49,100.0
449,8308,2403.0,2374.93,100.0
450,8325,2395.0,2377.79,100.0
451,8343,2354.0,2375.9,100.0
452,8360,2361.0,2374.71,100.0
453,8377,2424.0,2382.43,100.0
454,8394,2360.0,2383.47,100.0
455,8410,2421.0,2386.22,100.0
456,8427,2448.0,2391.16,100.0
457,8443,2504.0,2406.21,100.0
458,8460,2514.0,2414.84,100.0
459,8477,2528.0,2431.92,100.0
460,8493,2560.0,2450.71,100.0
461,8510,2569.0,2460.18,100.0
462,8525,2604.0,2481.68,100.0
463,8544,2537.0,2492.68,100.0
464,8560,2478.0,2491.5,100.0
465,8577,2360.0,2475.43,100.0
466,8594,2269.0,2446.88,100.0
467,8610,2244.0,2430.65,100.0
468,8627,2221.0,2398.74,100.0
469,8644,2253.0,2374.3,100.0
470,8660,2274.0,2366.27,100.0
471,8677,2323.0,2353.59,100.0
472,8692,2344.0,2352.82,100.0
473,8711,2309.0,2347.56,100.0
474,8726,2316.0,2342.2,100.0
475,8744,2326.0,2340.91,100.0
476,8760,2374.0,2343.85,100.0
477,8776,2385.0,2349.88,100.0
478,8794,2385.0,2352.69,100.0
479,8808,2380.0,2356.81,100.0
480,8825,2392.0,2359.63,100.0
481,8844,2346.0,2359.45,100.0
482,8860,2307.0,2352.72,100.0
483,8877,2284.0,2343.04,100.0
484,8892,2270.0,2337.2,100.0
485,8910,2266.0,2326.12,100.0
486,8927,2272.0,2321.79,100.0
487,8943,2288.0,2315.71,100.0
488,8960,2318.0,2314.74,100.0
489,8976,2333.0,2316.2,100.0
490,8994,2329.0,2318.98,100.0
491,9010,2312.0,2318.49,100.0
492,9024,2330.0,2319.41,100.0
493,9044,2340.0,2322.94,100.0
494,9059,2314.0,2322.97,100.0
495,9077,2313.0,2322.17,100.0
496,9093,2341.0,2323.52,100.0
497,9110,2378.0,2330.41,100.0
498,9126,2400.0,2335.98,100.0
499,9144,2409.0,2346.83,100.0
500,9158,2410.0,2351.88,100.0
501,9177,2412.0,2361.26,100.0
502,9192,2443.0,2372.49,100.0
503,9208,2464.0,2379.81,100.0
504,9225,2510.0,2398.27,100.0
505,9242,2556.0,2420.73,100.0
506,9260,2568.0,2432.51,100.0
507,9275,2601.0,2456.84,100.0
508,9294,2637.0,2483.26,100.0
509,9308,2652.0,2496.76,100.0
510,9327,2678.0,2523.79,128.93384
511,9342,2695.0,2537.49,145.59593
512,9358,2720.0,2564.42,178.34854
513,9377,2747.0,2591.8,211.64871
514,9393,2768.0,2619.31,245.10683
515,9409,2782.0,2632.32,260.9298
516,9426,2806.0,2658.26,292.4784
517,9441,2817.0,2670.96,307.9243
518,9461,2830.0,2694.95,337.10132
519,9477,2844.0,2717.11,364.05283
